,Age,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Transported,GroupSize,Deck_enc,Europa,Mars,PSO J318.5-22,TRAPPIST-1e,CryoSleep,VIP,S,TotalSpendings
60,62.0,1.0,153.0,197.0,0.0,460.0,False,1,6,0,0,0,1,0,0,0,812.0
61,0.0,0.0,0.0,0.0,0.0,0.0,True,3,6,0,0,1,0,1,0,1,3.0
62,18.0,1.0,258.0,446.0,0.0,0.0,True,3,6,0,0,0,1,0,0,1,708.0
63,21.0,1946.0,37.0,0.0,0.0,24.0,False,3,5,0,0,0,0,0,0,1,2010.0
64,31.0,224.687617481203,458.07720329024676,173.72916912197996,311.1387779083431,304.8547912992357,False,1,4,0,1,0,1,0,0,1,1473.4875591010086
65,42.0,887.0,0.0,9.0,6.0,0.0,True,1,5,0,0,0,1,0,0,1,903.0
66,19.0,190.0,0.0,5.0,1.0,726.0,False,1,5,0,0,0,1,0,0,0,923.0
67,17.0,16.0,2165.0,0.0,0.0,52.0,False,1,5,0,0,0,1,0,0,0,2234.0
68,14.0,0.0,1.0,0.0,0.0,1063.0,False,1,5,0,0,0,1,0,0,1,1065.0
69,37.0,46.0,83.0,738.0,0.0,12.0,False,1,3,0,1,1,0,0,0,0,880.0
70,42.0,1.0,8397.0,0.0,0.0,506.0,True,1,2,1,0,0,1,0,0,1,8905.0
71,27.0,147.0,0.0,1018.0,0.0,0.0,True,1,5,0,1,0,1,0,0,1,1166.0
72,28.0,14.0,0.0,1295.0,0.0,0.0,True,1,5,0,1,0,1,0,0,0,1310.0
73,38.0,0.0,5840.0,0.0,321.0,9654.0,False,1,2,1,0,0,1,0,0,1,15816.0
74,13.0,0.0,0.0,0.0,0.0,0.0,False,1,6,0,0,0,1,1,0,1,1.0
75,42.0,7406.0,0.0,0.0,0.0,0.0,False,3,5,0,1,0,1,0,0,0,7409.0
76,2.0,0.0,0.0,0.0,0.0,0.0,True,3,5,0,1,0,1,1,0,0,3.0
77,8.0,0.0,0.0,0.0,0.0,0.0,True,3,5,0,1,0,1,0,0,0,3.0
78,24.0,688.0,0.0,0.0,0.0,17.0,True,1,6,0,0,0,1,0,0,1,706.0
79,40.0,0.0,0.0,0.0,0.0,0.0,True,1,2,1,0,0,1,1,0,1,1.0
80,43.0,211.0,0.0,0.0,638.0,513.0,False,1,5,0,0,0,1,0,0,0,1363.0
81,45.0,0.0,0.0,0.0,0.0,0.0,True,1,4,0,1,1,0,1,0,1,1.0
82,35.0,0.0,0.0,0.0,0.0,0.0,True,1,6,0,0,0,1,1,0,1,1.0
83,26.0,276.367816091954,0.0,0.0,0.0,0.0,True,2,6,0,0,0,1,1,0,1,278.367816091954
84,27.0,1.0,697.0,31.0,188.0,0.0,False,2,5,0,0,0,1,0,0,1,919.0
85,19.0,0.0,0.0,670.0,1.0,34.0,False,3,6,0,0,0,1,0,0,0,708.0
86,0.0,0.0,0.0,0.0,0.0,0.0,True,3,6,0,0,0,1,1,0,0,3.0
87,3.0,0.0,0.0,0.0,0.0,0.0,True,3,6,0,0,0,1,1,0,0,3.0
88,54.0,0.0,1208.0,0.0,3.0,637.0,False,1,0,1,0,0,1,0,0,1,1849.0
89,26.0,0.0,856.0,5.0,32.0,0.0,False,2,6,0,0,0,1,0,0,0,895.0
90,26.0,0.0,2811.0,957.0,0.0,87.0,True,2,6,0,0,0,1,0,0,0,3857.0
91,23.0,311.0,427.0,526.0,37.0,0.0,False,2,5,0,0,1,0,0,0,0,1303.0
92,2.0,0.0,0.0,0.0,0.0,0.0,True,2,6,0,0,0,1,0,0,0,2.0
93,31.0,0.0,0.0,0.0,0.0,0.0,True,1,6,0,1,0,1,1,0,0,1.0
94,18.0,0.0,0.0,0.0,830.0,91.0,False,1,5,0,0,0,1,0,0,1,922.0
95,24.0,0.0,248.47318611987382,0.0,0.0,17.0,True,3,5,0,0,0,1,0,0,1,268.47318611987384
96,9.0,0.0,0.0,0.0,0.0,0.0,True,3,6,0,0,0,0,1,0,1,3.0
97,6.0,0.0,0.0,0.0,0.0,0.0,False,3,6,0,0,0,1,1,0,1,3.0
98,27.0,0.0,0.0,570.0,2.0,131.0,False,1,5,0,0,0,1,0,0,0,704.0
99,21.0,1743.0,5.0,17.0,0.0,0.0,False,1,3,0,1,0,1,0,0,1,1766.0
100,23.0,0.0,0.0,0.0,0.0,0.0,False,3,6,0,0,0,1,1,0,1,3.0
101,31.0,562.0,0.0,326.0,0.0,0.0,False,3,6,0,0,0,1,0,0,1,891.0
102,0.0,0.0,0.0,0.0,0.0,0.0,True,3,6,0,0,0,1,0,0,1,3.0
103,32.0,0.0,410.0,6.0,3929.0,764.0,False,4,1,1,0,0,1,0,0,0,5113.0
104,40.0,0.0,331.0,0.0,0.0,1687.0,False,4,1,1,0,0,1,0,0,0,2022.0
105,42.0,2209.0,11418.0,0.0,1868.0,445.0,True,4,1,1,0,0,1,0,0,0,15944.0
106,28.0,0.0,0.0,0.0,0.0,0.0,True,4,1,1,0,0,1,1,0,0,4.0
107,29.0,0.0,0.0,0.0,0.0,0.0,True,1,4,1,0,0,1,1,0,1,1.0
108,48.0,0.0,2537.0,87.0,17.0,13.0,True,1,1,1,0,0,0,0,1,1,2655.0
109,64.0,0.0,0.0,804.0,0.0,0.0,True,1,5,0,0,0,1,0,0,0,805.0
110,27.0,82.0,157.0,429.0,238.0,1.0,False,1,6,0,0,0,1,0,0,1,908.0
111,26.0,0.0,0.0,0.0,0.0,429.63461538461536,True,1,5,0,1,0,1,0,0,0,430.63461538461536
112,33.0,1.0,2223.0,0.0,12.0,404.0,True,1,3,1,0,0,1,0,0,0,2641.0
113,39.0,0.0,2344.0,0.0,65.0,6898.0,False,2,0,1,0,0,1,0,0,0,9309.0
114,13.0,0.0,0.0,0.0,0.0,0.0,True,2,0,1,0,0,1,1,0,0,2.0
115,24.0,0.0,0.0,0.0,0.0,176.9308176100629,True,1,5,0,1,0,1,1,0,0,177.9308176100629
116,29.0,0.0,0.0,0.0,699.0,74.0,False,1,6,0,0,0,1,0,0,1,774.0
117,18.0,55.0,597.0,49.0,0.0,1.0,False,1,5,0,0,0,1,0,0,0,703.0
118,67.0,0.0,0.0,0.0,0.0,0.0,True,1,5,0,1,0,1,1,0,1,1.0
119,35.0,701.0,0.0,296.0,0.0,25.0,False,1,4,0,1,0,1,0,0,1,1023.0
120,61.0,2353.0,334.0,9.0,316.0,2.0,False,2,3,0,1,0,1,0,1,1,3016.0
121,45.0,2103.0,6.0,0.0,0.0,0.0,False,2,4,0,1,0,1,0,0,1,2111.0
122,22.0,0.0,0.0,188.34982332155477,0.0,0.0,True,1,6,0,0,1,0,1,0,1,189.34982332155477
123,19.0,0.0,0.0,0.0,0.0,0.0,True,2,5,0,1,0,1,1,0,1,2.0
124,36.0,2738.0,0.0,0.0,0.0,0.0,False,2,3,0,1,0,1,0,0,1,2740.0
125,19.0,0.0,14.0,730.0,0.0,0.0,True,1,6,0,0,0,1,0,0,0,745.0
126,47.0,97.0,418.0,126.0,25.0,55.0,False,1,6,0,0,1,0,0,0,1,722.0
127,13.0,0.0,0.0,0.0,0.0,0.0,True,2,6,0,0,0,1,1,0,0,2.0
128,34.0,0.0,22.0,0.0,564.0,207.0,False,2,4,0,0,0,1,0,0,0,795.0
129,35.0,0.0,0.0,0.0,0.0,0.0,True,1,2,1,0,0,0,1,0,1,1.0
130,24.0,0.0,0.0,0.0,0.0,0.0,True,2,6,0,0,0,1,1,0,0,2.0
131,26.0,440.0,0.0,0.0,0.0,462.0,False,2,5,0,0,0,1,0,0,0,904.0
132,31.0,301.6855670103093,0.0,97.0,0.0,0.0,False,1,5,0,1,0,1,0,0,0,399.6855670103093
133,20.0,0.0,420.0,210.0,0.0,0.0,True,1,5,0,0,0,1,0,0,1,631.0
134,56.0,0.0,0.0,0.0,0.0,0.0,False,1,6,0,0,0,1,0,0,1,1.0
135,50.0,0.0,0.0,0.0,0.0,0.0,True,1,6,0,0,0,1,1,0,1,1.0
136,42.0,1072.0,0.0,10.0,0.0,76.0,False,1,5,0,1,0,1,0,0,0,1159.0
137,31.0,224.687617481203,458.07720329024676,173.72916912197996,311.1387779083431,304.8547912992357,True,1,6,0,0,0,0,1,0,1,1473.4875591010086
138,38.0,0.0,0.0,0.0,0.0,0.0,False,1,6,0,0,0,0,1,0,0,1.0
139,41.0,0.0,0.0,0.0,0.0,607.0,False,1,5,0,0,0,1,0,0,0,608.0
140,22.0,4119.0,0.0,0.0,0.0,61.0,False,1,6,0,0,0,1,0,0,0,4181.0
141,26.0,0.0,0.0,0.0,0.0,0.0,True,2,1,1,0,0,1,1,0,0,2.0
142,17.0,0.0,0.0,0.0,0.0,0.0,True,2,1,1,0,0,1,1,0,0,2.0
143,57.0,50.0,1688.0,0.0,790.8863636363636,135.0,True,2,6,0,0,0,1,0,0,1,2665.8863636363635
144,17.0,0.0,0.0,0.0,0.0,0.0,False,2,6,0,0,1,0,1,0,1,2.0
145,35.0,0.0,0.0,0.0,0.0,0.0,True,1,5,0,1,0,1,1,0,0,1.0
146,13.0,0.0,0.0,0.0,0.0,0.0,True,2,5,0,1,0,1,1,0,1,2.0
147,27.0,1365.0,0.0,48.0,22.0,137.0,False,2,5,0,1,0,1,0,0,1,1574.0
148,31.0,0.0,0.0,0.0,0.0,0.0,False,1,6,0,0,0,1,1,0,0,1.0
149,24.0,0.0,0.0,0.0,221.0,567.0,False,1,4,0,0,0,1,0,0,1,789.0
150,19.0,0.0,0.0,0.0,0.0,0.0,True,1,6,0,0,1,0,1,0,1,1.0
151,32.0,0.0,0.0,0.0,0.0,0.0,True,1,6,0,0,0,1,1,0,0,1.0
152,58.0,0.0,985.0,0.0,5.0,0.0,True,1,4,0,0,0,1,0,0,1,991.0
153,21.0,287.0,0.0,16.0,115.0,175.0,False,1,5,0,0,0,0,0,0,0,594.0
154,38.0,0.0,10346.0,1.0,14970.0,2111.0,False,1,1,1,0,0,1,0,0,1,27429.0
155,38.0,3414.0,0.0,161.0,28.0,119.0,False,1,3,0,1,0,1,0,0,1,3723.0
156,19.0,1.0,219.0,673.0,2.0,11.0,True,3,6,0,0,0,1,0,0,0,909.0
157,0.0,0.0,0.0,0.0,0.0,0.0,False,3,6,0,0,0,1,0,0,0,3.0
158,3.0,0.0,0.0,0.0,0.0,0.0,True,3,6,0,0,0,1,0,0,0,3.0
159,20.0,0.0,0.0,3.0,299.0,92.0,False,1,6,0,0,0,1,0,0,0,395.0
160,24.0,0.0,0.0,0.0,0.0,0.0,True,1,2,1,0,0,1,1,0,0,1.0
161,37.0,17.0,146.0,426.0,0.0,232.0,True,1,5,0,0,0,1,0,0,1,822.0
162,25.0,62.0,0.0,0.0,0.0,956.0,False,1,6,0,0,0,1,0,0,0,1019.0
163,56.0,0.0,0.0,0.0,0.0,0.0,True,1,6,0,0,0,1,1,0,1,1.0
164,49.0,84.0,3.0,401.0,202.0,98.0,False,1,4,0,0,0,0,0,0,0,789.0
165,11.0,0.0,0.0,0.0,0.0,0.0,False,1,6,0,0,0,0,1,0,1,1.0
166,1.0,0.0,0.0,0.0,0.0,0.0,True,3,6,0,0,0,1,1,0,0,3.0
167,8.0,0.0,0.0,0.0,0.0,0.0,False,3,6,0,0,0,1,0,0,0,3.0
168,39.0,0.0,0.0,10.0,898.0,0.0,False,3,6,0,0,0,1,0,0,0,911.0
169,2.0,0.0,0.0,0.0,0.0,0.0,True,3,5,0,1,0,1,1,0,0,3.0
170,23.0,212.46853146853147,0.0,8.0,1072.0,0.0,False,3,5,0,1,0,1,0,0,0,1295.4685314685314
171,0.0,0.0,0.0,0.0,0.0,0.0,True,3,5,0,1,0,1,0,0,0,3.0
172,39.0,406.0,0.0,867.0,0.0,0.0,True,1,5,0,1,0,1,0,0,0,1274.0
173,25.0,1052.0,0.0,719.0,0.0,7.0,False,1,3,0,1,1,0,0,0,0,1779.0
174,36.0,0.0,972.0,0.0,795.0,575.0,False,1,2,1,0,0,1,0,0,0,2343.0
175,52.0,0.0,0.0,0.0,0.0,0.0,True,1,6,0,0,1,0,1,0,0,1.0
176,18.0,0.0,0.0,0.0,0.0,0.0,False,1,6,0,0,0,1,1,0,1,1.0
177,15.0,0.0,0.0,0.0,0.0,0.0,True,1,6,0,0,0,1,1,0,0,1.0
178,35.0,0.0,0.0,0.0,0.0,0.0,True,2,1,1,0,0,1,1,0,1,2.0
179,47.0,0.0,0.0,0.0,0.0,0.0,True,2,1,1,0,0,1,1,0,1,2.0
180,45.0,0.0,0.0,0.0,0.0,0.0,True,2,1,1,0,0,0,1,0,0,2.0
181,31.0,224.687617481203,458.07720329024676,173.72916912197996,311.1387779083431,304.8547912992357,True,2,0,1,0,0,0,0,0,0,1474.4875591010086
182,51.0,0.0,0.0,0.0,0.0,0.0,True,1,2,1,0,0,1,1,0,1,1.0
183,29.0,0.0,2.0,66.0,0.0,705.0,False,1,6,0,0,0,1,0,0,1,774.0
184,31.0,224.687617481203,458.07720329024676,173.72916912197996,311.1387779083431,304.8547912992357,True,1,2,1,0,0,0,0,0,1,1473.4875591010086
185,19.0,0.0,0.0,0.0,0.0,0.0,False,1,6,0,0,1,0,1,0,0,1.0
186,24.0,0.0,0.0,179.65714285714284,0.0,0.0,True,1,3,0,0,0,0,1,0,0,180.65714285714284
187,29.0,902.0,1.0,137.0,0.0,0.0,True,3,5,0,1,0,1,0,0,0,1043.0
188,11.0,0.0,0.0,0.0,0.0,0.0,True,3,5,0,1,0,1,1,0,0,3.0
189,17.0,848.0,0.0,307.0,182.0,0.0,False,3,5,0,1,0,1,0,0,0,1340.0
190,13.0,192.0,0.0,0.0,51.0,739.0,False,2,4,0,0,0,1,0,0,0,984.0
191,35.0,147.0,188.0,0.0,10.0,387.0,False,2,5,0,0,0,1,0,0,0,734.0
192,21.0,367.0,281.0,0.0,0.0,146.0,False,1,5,0,0,0,1,0,0,0,795.0
193,21.0,0.0,56.0,0.0,0.0,1918.0,False,1,5,0,0,0,0,0,0,1,1975.0
194,38.0,1517.0,0.0,0.0,27.0,0.0,False,1,5,0,0,0,1,0,0,0,1545.0
195,19.0,0.0,0.0,0.0,0.0,0.0,True,1,6,0,0,0,1,1,0,0,1.0
196,2.0,0.0,0.0,0.0,0.0,0.0,True,7,6,0,0,0,1,1,0,0,7.0
197,0.0,0.0,0.0,0.0,0.0,0.0,True,7,6,0,0,0,1,0,0,0,7.0
198,13.0,0.0,0.0,0.0,0.0,0.0,False,7,6,0,0,0,1,1,0,0,7.0
199,25.0,122.0,84.0,193.36286919831224,0.0,0.0,False,7,4,0,0,0,1,0,0,0,406.36286919831224
200,16.0,0.0,3.0,0.0,0.0,1099.0,False,7,5,0,0,0,1,0,0,0,1109.0
201,1.0,0.0,0.0,0.0,0.0,0.0,False,7,6,0,0,0,0,0,0,0,7.0
202,15.0,0.0,0.0,0.0,0.0,0.0,True,7,6,0,0,0,1,1,0,0,7.0
203,21.0,2237.0,0.0,119.0,0.0,0.0,False,7,4,0,1,0,0,0,0,1,2363.0
204,23.0,1215.0,80.0,1.0,2.0,0.0,False,7,4,0,1,0,1,0,0,1,1305.0
205,33.0,1933.0,12.0,188.0,1.0,0.0,False,7,4,0,1,0,1,0,0,1,2141.0
206,21.0,0.0,0.0,0.0,0.0,0.0,True,7,4,0,1,0,1,1,0,1,7.0
207,41.0,1230.0,0.0,301.0,43.0,1023.0,False,7,4,0,1,0,1,0,0,1,2604.0
208,16.0,915.0,0.0,221.0,234.0,0.0,False,7,4,0,1,0,1,0,0,1,1377.0
209,42.0,0.0,0.0,0.0,0.0,0.0,False,7,4,0,1,0,1,1,0,1,7.0
210,20.0,1406.0,0.0,0.0,11.0,0.0,False,3,5,0,1,0,1,0,0,1,1420.0
211,24.0,0.0,0.0,0.0,0.0,0.0,True,3,5,0,1,0,1,1,0,1,3.0
212,16.0,0.0,0.0,0.0,0.0,0.0,True,3,4,0,1,0,1,1,0,1,3.0
213,21.0,0.0,2.0,665.0,0.0,9.0,False,1,6,0,0,0,1,0,0,1,677.0
214,32.0,181.0,0.0,5.0,1634.0,0.0,False,1,5,0,1,0,1,0,1,1,1821.0
215,58.0,0.0,0.0,0.0,0.0,0.0,True,1,6,0,0,1,0,1,0,0,1.0
216,24.0,4.0,7.0,0.0,713.0,79.0,False,1,5,0,0,0,1,0,0,1,804.0
217,30.0,85.0,0.0,1.0,1720.0,0.0,False,1,5,0,1,0,1,0,0,1,1807.0
218,27.0,0.0,671.7028112449799,0.0,0.0,0.0,False,1,6,0,0,1,0,1,0,1,672.7028112449799
219,32.0,56.0,0.0,256.0,1438.0,0.0,False,1,5,0,1,0,1,0,0,1,1751.0
220,43.0,199.18253968253967,888.0,0.0,0.0,0.0,False,1,5,0,0,0,1,0,0,0,1088.1825396825398
221,42.0,0.0,0.0,0.0,0.0,0.0,True,1,1,1,0,0,1,1,0,0,1.0
222,37.0,637.0,0.0,0.0,92.0,319.0,False,1,6,0,1,0,1,0,0,0,1049.0
223,35.0,0.0,0.0,0.0,0.0,0.0,True,1,5,0,1,0,1,1,0,0,1.0
224,33.0,0.0,1249.0,0.0,4812.0,1116.0,False,1,4,1,0,0,0,1,0,0,7178.0
225,18.0,313.0,1.0,691.0,283.0,0.0,False,1,5,0,0,0,1,0,0,1,1289.0
226,21.0,0.0,0.0,0.0,0.0,0.0,False,1,6,0,0,0,1,1,0,1,1.0
227,43.0,0.0,0.0,0.0,0.0,0.0,True,2,5,0,1,0,1,1,0,1,2.0
228,14.0,0.0,0.0,0.0,0.0,0.0,True,2,5,0,1,0,0,1,0,1,2.0
229,46.0,0.0,3571.0,0.0,0.0,7.0,True,2,2,1,0,0,0,0,0,0,3580.0
230,33.0,0.0,86.0,796.0,584.0,10912.0,False,2,2,1,0,0,1,0,0,0,12380.0
231,21.0,2947.0,0.0,287.0,27.0,0.0,False,1,3,0,1,0,1,0,0,0,3262.0
232,33.0,0.0,1.0,0.0,8620.0,1063.0,False,1,2,1,0,0,1,0,0,1,9685.0
233,47.0,265.6235294117647,0.0,0.0,0.0,0.0,False,1,6,0,0,1,0,1,0,1,266.6235294117647
234,54.0,0.0,0.0,0.0,0.0,0.0,True,1,2,0,0,0,0,1,0,1,1.0
235,30.0,335.0,695.0,541.0,0.0,0.0,False,1,5,0,0,0,1,0,0,0,1572.0
236,29.0,272.0,615.0,0.0,0.0,1.0,False,1,6,0,0,0,1,0,0,0,889.0
237,21.0,702.0,172.0,408.0,2.0,6.0,True,1,5,0,0,0,1,0,0,0,1291.0
238,24.0,0.0,0.0,0.0,0.0,0.0,True,1,0,1,0,0,1,1,0,1,1.0
239,21.0,1664.0,0.0,199.14473684210526,0.0,0.0,False,2,5,0,1,0,0,0,0,1,1865.1447368421052
240,60.0,0.0,0.0,0.0,0.0,0.0,True,2,5,0,1,0,1,1,0,1,2.0
241,22.0,0.0,0.0,313.0,299.0,92.0,False,1,5,0,0,0,1,0,0,1,705.0
242,26.0,0.0,4810.0,0.0,981.0,2054.0,False,1,4,1,0,0,1,0,0,1,7846.0
243,26.0,66.0,29.0,0.0,0.0,803.0,False,1,5,0,0,0,1,0,0,0,899.0
244,28.0,0.0,0.0,0.0,0.0,0.0,True,1,6,0,0,0,1,1,0,0,1.0
245,39.0,0.0,0.0,0.0,413.77443609022555,0.0,True,1,3,1,0,0,1,1,0,1,414.77443609022555
246,13.0,118.0,0.0,0.0,754.0,1.0,False,1,5,0,0,0,1,0,0,1,874.0
247,47.0,0.0,231.0,592.0,0.0,0.0,True,1,5,0,0,0,0,0,0,1,824.0
248,63.0,0.0,25.0,128.0,0.0,1240.0,False,1,5,0,0,0,1,0,0,0,1394.0
249,31.0,224.687617481203,458.07720329024676,173.72916912197996,311.1387779083431,304.8547912992357,True,1,3,1,0,0,0,1,0,1,1473.4875591010086
250,50.0,44.0,2390.0,0.0,53.0,0.0,True,1,5,0,0,0,0,0,0,0,2488.0
251,35.0,0.0,0.0,0.0,888.0,330.51190476190476,False,2,6,0,0,0,1,0,0,0,1220.5119047619048
252,45.0,0.0,97.0,0.0,14.0,333.0,False,2,6,0,0,0,1,0,0,0,446.0
253,19.0,0.0,0.0,2078.0,0.0,0.0,True,1,5,0,0,0,1,0,0,0,2079.0
254,21.0,0.0,918.0,0.0,0.0,0.0,True,1,5,0,0,0,1,0,0,1,919.0
255,29.0,0.0,0.0,0.0,0.0,0.0,True,2,6,0,0,1,0,1,0,0,2.0
256,22.0,146.0,654.0,1.0,0.0,2.0,True,2,5,0,0,0,1,0,0,0,805.0
257,14.0,0.0,0.0,0.0,0.0,0.0,True,2,4,1,0,0,1,1,0,0,2.0
258,42.0,0.0,0.0,0.0,0.0,0.0,True,2,4,1,0,0,0,1,0,0,2.0
259,57.0,3.0,1281.0,29.0,162.0,13.0,False,1,5,0,0,0,0,0,0,0,1489.0
260,39.0,0.0,0.0,0.0,0.0,0.0,True,2,1,1,0,0,0,1,0,0,2.0
261,28.0,0.0,587.0,32.0,6.0,1460.0,False,2,1,1,0,0,1,0,0,0,2087.0
262,19.0,0.0,0.0,0.0,0.0,828.0,False,1,5,0,0,0,0,0,0,1,829.0
263,19.0,0.0,0.0,0.0,0.0,0.0,True,1,2,1,0,0,0,1,0,1,1.0
264,26.0,0.0,4458.0,0.0,1157.0,262.0,True,4,1,1,0,0,0,0,0,1,5881.0
