,Age,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Transported
123,19.0,0.0,0.0,0.0,0.0,0.0,True
124,36.0,2738.0,0.0,0.0,0.0,0.0,False
125,19.0,0.0,14.0,730.0,0.0,0.0,True
126,47.0,97.0,418.0,126.0,25.0,55.0,False
127,13.0,0.0,0.0,0.0,0.0,0.0,True
128,34.0,0.0,22.0,0.0,564.0,207.0,False
129,35.0,0.0,0.0,0.0,0.0,0.0,True
130,24.0,0.0,0.0,0.0,0.0,0.0,True
131,26.0,440.0,0.0,0.0,0.0,462.0,False
132,31.0,0.0,0.0,97.0,0.0,0.0,False
133,20.0,0.0,420.0,210.0,0.0,0.0,True
134,56.0,0.0,0.0,0.0,0.0,0.0,False
135,50.0,0.0,0.0,0.0,0.0,0.0,True
136,42.0,1072.0,0.0,10.0,0.0,76.0,False
137,0.0,0.0,0.0,0.0,0.0,0.0,True
138,38.0,0.0,0.0,0.0,0.0,0.0,False
139,41.0,0.0,0.0,0.0,0.0,607.0,False
140,22.0,4119.0,0.0,0.0,0.0,61.0,False
141,26.0,0.0,0.0,0.0,0.0,0.0,True
142,17.0,0.0,0.0,0.0,0.0,0.0,True
143,57.0,50.0,1688.0,0.0,0.0,135.0,True
144,17.0,0.0,0.0,0.0,0.0,0.0,False
145,35.0,0.0,0.0,0.0,0.0,0.0,True
146,13.0,0.0,0.0,0.0,0.0,0.0,True
147,27.0,1365.0,0.0,48.0,22.0,137.0,False
148,31.0,0.0,0.0,0.0,0.0,0.0,False
149,24.0,0.0,0.0,0.0,221.0,567.0,False
150,19.0,0.0,0.0,0.0,0.0,0.0,True
151,32.0,0.0,0.0,0.0,0.0,0.0,True
152,58.0,0.0,985.0,0.0,5.0,0.0,True
153,21.0,287.0,0.0,16.0,115.0,175.0,False
154,38.0,0.0,10346.0,1.0,14970.0,2111.0,False
155,38.0,3414.0,0.0,161.0,28.0,119.0,False
156,19.0,1.0,219.0,673.0,2.0,11.0,True
157,0.0,0.0,0.0,0.0,0.0,0.0,False
158,3.0,0.0,0.0,0.0,0.0,0.0,True
159,20.0,0.0,0.0,3.0,299.0,92.0,False
160,24.0,0.0,0.0,0.0,0.0,0.0,True
161,37.0,17.0,146.0,426.0,0.0,232.0,True
162,25.0,62.0,0.0,0.0,0.0,956.0,False
163,56.0,0.0,0.0,0.0,0.0,0.0,True
164,49.0,84.0,3.0,401.0,202.0,98.0,False
165,11.0,0.0,0.0,0.0,0.0,0.0,False
166,1.0,0.0,0.0,0.0,0.0,0.0,True
167,8.0,0.0,0.0,0.0,0.0,0.0,False
168,39.0,0.0,0.0,10.0,898.0,0.0,False
169,2.0,0.0,0.0,0.0,0.0,0.0,True
170,23.0,0.0,0.0,8.0,1072.0,0.0,False
171,0.0,0.0,0.0,0.0,0.0,0.0,True
172,39.0,406.0,0.0,867.0,0.0,0.0,True
173,25.0,1052.0,0.0,719.0,0.0,7.0,False
174,36.0,0.0,972.0,0.0,795.0,575.0,False
175,52.0,0.0,0.0,0.0,0.0,0.0,True
176,18.0,0.0,0.0,0.0,0.0,0.0,False
177,15.0,0.0,0.0,0.0,0.0,0.0,True
178,35.0,0.0,0.0,0.0,0.0,0.0,True
179,47.0,0.0,0.0,0.0,0.0,0.0,True
180,45.0,0.0,0.0,0.0,0.0,0.0,True
181,0.0,0.0,2433.0,0.0,878.0,443.0,True
182,51.0,0.0,0.0,0.0,0.0,0.0,True
183,29.0,0.0,2.0,66.0,0.0,705.0,False
184,0.0,2.0,1720.0,12.0,1125.0,122.0,True
185,19.0,0.0,0.0,0.0,0.0,0.0,False
186,24.0,0.0,0.0,0.0,0.0,0.0,True
187,29.0,902.0,1.0,137.0,0.0,0.0,True
188,11.0,0.0,0.0,0.0,0.0,0.0,True
189,17.0,848.0,0.0,307.0,182.0,0.0,False
190,13.0,192.0,0.0,0.0,51.0,739.0,False
191,35.0,147.0,188.0,0.0,10.0,387.0,False
192,21.0,367.0,281.0,0.0,0.0,146.0,False
193,21.0,0.0,56.0,0.0,0.0,1918.0,False
194,38.0,1517.0,0.0,0.0,27.0,0.0,False
195,19.0,0.0,0.0,0.0,0.0,0.0,True
196,2.0,0.0,0.0,0.0,0.0,0.0,True
197,0.0,0.0,0.0,0.0,0.0,0.0,True
198,13.0,0.0,0.0,0.0,0.0,0.0,False
199,25.0,122.0,84.0,0.0,0.0,0.0,False
200,16.0,0.0,3.0,0.0,0.0,1099.0,False
201,1.0,0.0,0.0,0.0,0.0,0.0,False
202,15.0,0.0,0.0,0.0,0.0,0.0,True
203,21.0,2237.0,0.0,119.0,0.0,0.0,False
204,23.0,1215.0,80.0,1.0,2.0,0.0,False
205,33.0,1933.0,12.0,188.0,1.0,0.0,False
206,21.0,0.0,0.0,0.0,0.0,0.0,True
207,41.0,1230.0,0.0,301.0,43.0,1023.0,False
208,16.0,915.0,0.0,221.0,234.0,0.0,False
209,42.0,0.0,0.0,0.0,0.0,0.0,False
210,20.0,1406.0,0.0,0.0,11.0,0.0,False
211,24.0,0.0,0.0,0.0,0.0,0.0,True
212,16.0,0.0,0.0,0.0,0.0,0.0,True
213,21.0,0.0,2.0,665.0,0.0,9.0,False
214,32.0,181.0,0.0,5.0,1634.0,0.0,False
215,58.0,0.0,0.0,0.0,0.0,0.0,True
216,24.0,4.0,7.0,0.0,713.0,79.0,False
217,30.0,85.0,0.0,1.0,1720.0,0.0,False
218,27.0,0.0,0.0,0.0,0.0,0.0,False
219,32.0,56.0,0.0,256.0,1438.0,0.0,False
220,43.0,0.0,888.0,0.0,0.0,0.0,False
221,42.0,0.0,0.0,0.0,0.0,0.0,True
222,37.0,637.0,0.0,0.0,92.0,319.0,False
223,35.0,0.0,0.0,0.0,0.0,0.0,True
224,33.0,0.0,1249.0,0.0,4812.0,1116.0,False
225,18.0,313.0,1.0,691.0,283.0,0.0,False
226,21.0,0.0,0.0,0.0,0.0,0.0,False
227,43.0,0.0,0.0,0.0,0.0,0.0,True
228,14.0,0.0,0.0,0.0,0.0,0.0,True
229,46.0,0.0,3571.0,0.0,0.0,7.0,True
230,33.0,0.0,86.0,796.0,584.0,10912.0,False
231,21.0,2947.0,0.0,287.0,27.0,0.0,False
232,33.0,0.0,1.0,0.0,8620.0,1063.0,False
233,47.0,0.0,0.0,0.0,0.0,0.0,False
234,54.0,0.0,0.0,0.0,0.0,0.0,True
235,30.0,335.0,695.0,541.0,0.0,0.0,False
236,29.0,272.0,615.0,0.0,0.0,1.0,False
237,21.0,702.0,172.0,408.0,2.0,6.0,True
238,24.0,0.0,0.0,0.0,0.0,0.0,True
239,21.0,1664.0,0.0,0.0,0.0,0.0,False
240,60.0,0.0,0.0,0.0,0.0,0.0,True
241,22.0,0.0,0.0,313.0,299.0,92.0,False
242,26.0,0.0,4810.0,0.0,981.0,2054.0,False
243,26.0,66.0,29.0,0.0,0.0,803.0,False
244,28.0,0.0,0.0,0.0,0.0,0.0,True
245,39.0,0.0,0.0,0.0,0.0,0.0,True
246,13.0,118.0,0.0,0.0,754.0,1.0,False
247,47.0,0.0,231.0,592.0,0.0,0.0,True
248,63.0,0.0,25.0,128.0,0.0,1240.0,False
249,0.0,0.0,0.0,0.0,0.0,0.0,True
250,50.0,44.0,2390.0,0.0,53.0,0.0,True
251,35.0,0.0,0.0,0.0,888.0,0.0,False
252,45.0,0.0,97.0,0.0,14.0,333.0,False
253,19.0,0.0,0.0,2078.0,0.0,0.0,True
254,21.0,0.0,918.0,0.0,0.0,0.0,True
255,29.0,0.0,0.0,0.0,0.0,0.0,True
256,22.0,146.0,654.0,1.0,0.0,2.0,True
257,14.0,0.0,0.0,0.0,0.0,0.0,True
258,42.0,0.0,0.0,0.0,0.0,0.0,True
259,57.0,3.0,1281.0,29.0,162.0,13.0,False
260,39.0,0.0,0.0,0.0,0.0,0.0,True
261,28.0,0.0,587.0,32.0,6.0,1460.0,False
262,19.0,0.0,0.0,0.0,0.0,828.0,False
263,19.0,0.0,0.0,0.0,0.0,0.0,True
264,26.0,0.0,4458.0,0.0,1157.0,262.0,True
265,17.0,0.0,0.0,0.0,0.0,0.0,True
266,43.0,0.0,0.0,0.0,0.0,0.0,True
267,9.0,0.0,0.0,0.0,0.0,0.0,True
268,40.0,0.0,6500.0,88.0,1090.0,0.0,True
269,50.0,0.0,0.0,0.0,0.0,0.0,True
270,24.0,90.0,2.0,1324.0,17.0,0.0,True
271,57.0,0.0,0.0,0.0,0.0,0.0,True
272,16.0,0.0,0.0,0.0,0.0,0.0,False
273,23.0,0.0,0.0,15.0,0.0,1370.0,False
274,23.0,0.0,0.0,0.0,0.0,0.0,True
275,28.0,0.0,422.0,0.0,1851.0,5166.0,False
276,23.0,0.0,584.0,0.0,20.0,2469.0,False
277,23.0,368.0,175.0,259.0,1.0,101.0,False
278,18.0,0.0,0.0,1359.0,0.0,0.0,True
279,18.0,1194.0,0.0,157.0,6.0,0.0,False
280,67.0,0.0,230.0,0.0,4476.0,241.0,False
281,60.0,7.0,540.0,1.0,0.0,4.0,True
282,0.0,0.0,0.0,0.0,0.0,0.0,True
283,49.0,331.0,0.0,0.0,318.0,0.0,True
284,0.0,0.0,0.0,0.0,0.0,0.0,True
285,26.0,386.0,0.0,74.0,0.0,1330.0,False
286,35.0,0.0,0.0,0.0,0.0,0.0,True
287,24.0,0.0,2628.0,0.0,170.0,0.0,True
288,20.0,0.0,0.0,0.0,0.0,0.0,True
289,18.0,0.0,2.0,0.0,0.0,0.0,False
290,21.0,0.0,5.0,3.0,0.0,0.0,False
291,59.0,1018.0,0.0,209.0,0.0,0.0,False
292,13.0,0.0,0.0,0.0,0.0,0.0,False
293,43.0,0.0,0.0,0.0,0.0,0.0,False
294,29.0,0.0,0.0,0.0,0.0,0.0,False
295,19.0,17.0,0.0,784.0,0.0,2.0,True
296,2.0,0.0,0.0,0.0,0.0,0.0,True
297,32.0,247.0,4651.0,0.0,46.0,202.0,True
298,33.0,443.0,317.0,0.0,148.0,1260.0,False
299,25.0,0.0,0.0,251.0,0.0,552.0,False
300,29.0,0.0,0.0,0.0,0.0,0.0,True
301,29.0,5715.0,2.0,211.0,1476.0,0.0,False
302,44.0,695.0,1.0,16.0,0.0,0.0,False
303,2.0,0.0,0.0,0.0,0.0,0.0,True
304,19.0,417.0,349.0,634.0,3.0,1057.0,True
305,0.0,0.0,0.0,0.0,0.0,0.0,True
306,18.0,0.0,0.0,0.0,0.0,0.0,True
307,38.0,0.0,0.0,0.0,0.0,0.0,True
308,5.0,0.0,0.0,0.0,0.0,0.0,False
309,31.0,121.0,0.0,0.0,274.0,907.0,False
310,30.0,0.0,0.0,0.0,0.0,0.0,False
311,15.0,0.0,0.0,0.0,0.0,0.0,True
312,27.0,434.0,0.0,1434.0,0.0,0.0,False
313,22.0,142.0,2876.0,202.0,3.0,0.0,True
314,36.0,520.0,0.0,1865.0,0.0,0.0,True
315,14.0,0.0,0.0,0.0,0.0,0.0,True
316,23.0,2001.0,0.0,2975.0,0.0,0.0,False
317,18.0,0.0,0.0,0.0,0.0,0.0,True
318,36.0,0.0,0.0,0.0,0.0,0.0,True
319,41.0,0.0,1198.0,0.0,124.0,572.0,False
320,50.0,0.0,0.0,0.0,0.0,0.0,True
321,32.0,0.0,0.0,0.0,0.0,0.0,True
322,26.0,148.0,0.0,453.0,0.0,88.0,False
323,15.0,358.0,212.0,33.0,0.0,112.0,False
324,33.0,0.0,36.0,0.0,280.0,417.0,True
325,0.0,0.0,0.0,0.0,685.0,21.0,False
326,26.0,2832.0,107.0,4447.0,15.0,4.0,False
327,61.0,0.0,0.0,0.0,0.0,0.0,True
328,24.0,0.0,0.0,592.0,177.0,58.0,True
329,30.0,0.0,95.0,0.0,441.0,1023.0,False
330,24.0,0.0,0.0,0.0,0.0,0.0,True
331,24.0,0.0,5.0,0.0,2766.0,0.0,False
332,41.0,0.0,0.0,0.0,0.0,0.0,False
333,20.0,0.0,0.0,558.0,0.0,230.0,False
334,22.0,116.0,0.0,786.0,6.0,0.0,True
335,63.0,0.0,1068.0,0.0,176.0,8188.0,False
336,18.0,17.0,215.0,4.0,5132.0,697.0,False
337,21.0,0.0,0.0,0.0,0.0,0.0,True
338,79.0,5649.0,235.0,7.0,2579.0,2175.0,False
339,56.0,0.0,0.0,0.0,0.0,0.0,True
340,13.0,0.0,0.0,0.0,0.0,0.0,True
341,33.0,0.0,2491.0,6.0,1173.0,1059.0,False
342,32.0,0.0,0.0,0.0,0.0,0.0,True
343,31.0,198.0,0.0,591.0,0.0,164.0,True
344,26.0,0.0,0.0,0.0,0.0,0.0,True
345,18.0,0.0,0.0,0.0,0.0,0.0,True
346,38.0,0.0,0.0,0.0,0.0,0.0,True
347,23.0,348.0,0.0,0.0,4.0,368.0,False
348,28.0,82.0,773.0,0.0,3693.0,140.0,False
349,34.0,0.0,0.0,0.0,0.0,0.0,False
350,0.0,0.0,0.0,0.0,0.0,0.0,True
351,14.0,3.0,0.0,881.0,25.0,0.0,True
352,23.0,13.0,747.0,0.0,0.0,128.0,False
353,49.0,0.0,0.0,0.0,0.0,0.0,False
354,14.0,0.0,0.0,0.0,0.0,0.0,False
355,18.0,391.0,44.0,356.0,0.0,0.0,False
356,27.0,69.0,5728.0,0.0,0.0,987.0,True
357,48.0,0.0,111.0,0.0,1508.0,0.0,False
358,31.0,0.0,11003.0,552.0,8157.0,5688.0,False
359,61.0,1.0,608.0,0.0,3835.0,1.0,False
360,18.0,0.0,0.0,0.0,0.0,0.0,True
361,45.0,0.0,0.0,0.0,0.0,0.0,True
362,22.0,28.0,420.0,36.0,6011.0,3.0,False
363,30.0,1056.0,0.0,0.0,0.0,0.0,False
364,30.0,1770.0,0.0,0.0,13.0,0.0,False
365,32.0,0.0,0.0,0.0,0.0,0.0,True
366,43.0,353.0,896.0,0.0,0.0,2.0,True
367,17.0,177.0,0.0,0.0,310.0,7.0,False
368,23.0,0.0,21.0,0.0,0.0,1699.0,False
369,20.0,0.0,465.0,0.0,5.0,223.0,False
370,39.0,0.0,0.0,0.0,0.0,0.0,False
371,35.0,1134.0,113.0,52.0,0.0,0.0,False
372,31.0,0.0,0.0,1116.0,2.0,0.0,False
373,21.0,0.0,150.0,0.0,567.0,0.0,False
374,16.0,691.0,0.0,101.0,140.0,0.0,False
375,60.0,0.0,7255.0,5952.0,1537.0,0.0,True
376,18.0,0.0,157.0,0.0,352.0,60.0,False
377,42.0,0.0,0.0,0.0,0.0,0.0,False
378,68.0,0.0,0.0,0.0,0.0,0.0,True
379,22.0,0.0,1170.0,0.0,5467.0,1241.0,False
380,59.0,0.0,0.0,0.0,0.0,0.0,True
381,0.0,8.0,3584.0,0.0,13.0,57.0,True
382,37.0,1094.0,2.0,26.0,34.0,1.0,False
383,3.0,0.0,0.0,0.0,0.0,0.0,True
384,31.0,0.0,0.0,0.0,0.0,0.0,True
385,31.0,417.0,0.0,7185.0,562.0,792.0,True
386,29.0,0.0,4118.0,0.0,715.0,3139.0,True
387,20.0,2.0,10116.0,0.0,2.0,225.0,True
388,46.0,0.0,0.0,0.0,0.0,0.0,True
389,29.0,0.0,1026.0,0.0,16.0,0.0,True
390,43.0,0.0,0.0,0.0,0.0,0.0,True
391,17.0,1483.0,10.0,0.0,0.0,0.0,False
392,27.0,0.0,0.0,0.0,0.0,0.0,True
393,47.0,4.0,891.0,0.0,2962.0,3656.0,False
394,45.0,0.0,0.0,0.0,0.0,0.0,True
395,17.0,0.0,0.0,0.0,0.0,0.0,True
396,10.0,0.0,0.0,0.0,0.0,0.0,True
397,56.0,46.0,11.0,0.0,622.0,0.0,False
398,39.0,382.0,0.0,22.0,467.0,0.0,False
399,40.0,7.0,0.0,840.0,26.0,0.0,False
400,40.0,0.0,0.0,0.0,0.0,0.0,True
401,34.0,0.0,5637.0,45.0,1936.0,56.0,False
402,32.0,0.0,0.0,0.0,722.0,0.0,False
403,35.0,7.0,1043.0,0.0,0.0,0.0,False
404,32.0,2484.0,429.0,102.0,0.0,0.0,False
405,26.0,1869.0,0.0,136.0,0.0,0.0,False
406,25.0,1352.0,0.0,0.0,24.0,799.0,False
407,26.0,0.0,0.0,0.0,77.0,715.0,False
408,22.0,0.0,0.0,0.0,0.0,0.0,True
409,22.0,9.0,0.0,795.0,0.0,0.0,True
410,24.0,757.0,0.0,0.0,32.0,0.0,False
411,32.0,0.0,0.0,0.0,0.0,0.0,True
412,11.0,0.0,0.0,0.0,0.0,0.0,True
413,22.0,0.0,0.0,0.0,0.0,0.0,True
414,19.0,0.0,0.0,0.0,0.0,0.0,True
415,34.0,0.0,0.0,0.0,0.0,0.0,True
416,74.0,0.0,0.0,0.0,0.0,0.0,True
417,28.0,5.0,4288.0,0.0,745.0,5.0,True
418,42.0,0.0,0.0,0.0,0.0,0.0,True
419,43.0,0.0,0.0,0.0,0.0,0.0,True
420,55.0,210.0,185.0,188.0,59.0,73.0,False
421,19.0,0.0,0.0,747.0,26.0,0.0,True
422,6.0,0.0,0.0,0.0,0.0,0.0,False
423,7.0,0.0,0.0,0.0,0.0,0.0,False
424,28.0,0.0,0.0,0.0,0.0,0.0,True
425,15.0,2156.0,0.0,0.0,59.0,2.0,False
426,24.0,0.0,0.0,0.0,0.0,0.0,True
427,31.0,0.0,869.0,0.0,0.0,0.0,True
428,22.0,0.0,70.0,182.0,612.0,20.0,True
429,1.0,0.0,0.0,0.0,0.0,0.0,True
430,50.0,0.0,0.0,0.0,0.0,0.0,False
431,34.0,865.0,0.0,257.0,0.0,35.0,False
432,14.0,928.0,852.0,81.0,0.0,0.0,False
433,19.0,4.0,10.0,0.0,1178.0,428.0,False
434,0.0,0.0,654.0,22.0,146.0,4.0,True
435,36.0,0.0,0.0,863.0,1.0,1.0,False
436,34.0,0.0,0.0,0.0,0.0,0.0,False
437,25.0,0.0,0.0,0.0,0.0,0.0,True
438,36.0,0.0,0.0,0.0,0.0,0.0,True
439,16.0,0.0,45.0,2.0,5183.0,170.0,False
440,30.0,0.0,7972.0,0.0,0.0,4.0,True
441,37.0,0.0,10.0,544.0,9.0,299.0,False
442,15.0,0.0,0.0,0.0,0.0,0.0,True
443,36.0,0.0,0.0,38.0,9.0,943.0,False
444,27.0,0.0,6.0,145.0,144.0,0.0,False
445,27.0,0.0,0.0,0.0,0.0,0.0,True
446,12.0,0.0,0.0,0.0,0.0,0.0,True
447,22.0,0.0,5.0,0.0,1619.0,0.0,False
448,27.0,0.0,34.0,23.0,0.0,275.0,False
449,13.0,0.0,0.0,0.0,0.0,0.0,True
450,27.0,0.0,118.0,0.0,5.0,665.0,False
451,28.0,0.0,14.0,0.0,0.0,615.0,False
452,21.0,0.0,33.0,0.0,3348.0,55.0,False
453,39.0,172.0,1794.0,12.0,4303.0,246.0,False
454,28.0,0.0,0.0,0.0,0.0,0.0,False
455,14.0,0.0,0.0,0.0,0.0,0.0,True
456,27.0,0.0,0.0,0.0,0.0,0.0,True
457,46.0,0.0,0.0,0.0,0.0,0.0,True
458,27.0,0.0,0.0,0.0,0.0,0.0,True
459,21.0,0.0,0.0,0.0,0.0,0.0,False
460,21.0,513.0,0.0,1749.0,82.0,0.0,True
461,42.0,0.0,929.0,967.0,0.0,481.0,False
462,22.0,10.0,0.0,817.0,471.0,0.0,False
463,10.0,0.0,0.0,0.0,0.0,0.0,True
464,43.0,1821.0,0.0,47.0,29.0,0.0,False
465,42.0,1246.0,35.0,16.0,0.0,0.0,False
466,18.0,0.0,0.0,0.0,0.0,0.0,True
467,54.0,0.0,0.0,0.0,0.0,0.0,True
468,24.0,0.0,0.0,0.0,0.0,0.0,True
469,64.0,0.0,1737.0,11.0,401.0,752.0,False
470,18.0,0.0,0.0,0.0,0.0,0.0,True
471,53.0,0.0,0.0,0.0,0.0,0.0,True
472,23.0,0.0,0.0,0.0,0.0,0.0,True
473,39.0,0.0,0.0,0.0,0.0,0.0,True
474,59.0,0.0,16521.0,0.0,323.0,0.0,True
475,32.0,0.0,5755.0,0.0,59.0,122.0,True
476,55.0,0.0,0.0,0.0,0.0,0.0,True
477,21.0,0.0,0.0,0.0,0.0,0.0,True
478,50.0,0.0,0.0,0.0,0.0,0.0,True
479,55.0,113.0,2492.0,41.0,0.0,2376.0,False
480,0.0,1445.0,0.0,1.0,2.0,73.0,False
481,35.0,0.0,0.0,0.0,0.0,0.0,True
482,0.0,0.0,0.0,0.0,0.0,0.0,True
483,55.0,62.0,0.0,0.0,0.0,0.0,False
484,23.0,39.0,263.0,0.0,0.0,0.0,True
485,42.0,0.0,0.0,750.0,0.0,156.0,False
486,35.0,553.0,213.0,1733.0,0.0,6.0,True
487,47.0,0.0,0.0,0.0,0.0,0.0,True
488,0.0,1172.0,11.0,3.0,0.0,4.0,False
489,34.0,0.0,0.0,0.0,0.0,0.0,True
